"key","en — English","ru — Русский","ca — Català","de — Deutsch","el — Ελληνικά","es — Español","fr — Français","id — Bahasa Indonesia","it — Italiano","ja — 日本語","nl — Nederlands","oc — Occitan","pt_BR — Português (Brasil)","sv — Svenska","tr — Türkçe","zh_Hans — 简体中文","zh_Hant — 繁體中文"
"OnboardingTour.CopyLink.Title","Copy the link","Скопируйте ссылку","","Link kopieren","","","Copier le lien","","Copia link","リンクをコピー","Link kopiëren","","Copiar link","Kopiera länken","Bağlantıyı kopyala","复制链接","複製連結"
"OnboardingTour.OpenACard.Body","A card is one task: what needs doing, who is on it, and everything said about it.","Карточка — это одна задача: что нужно сделать, кто ей занимается и всё, что по ней было сказано.","","Öffne eine Karte und entdecke die Möglichkeiten, die Boards bei der Organisation deiner Arbeit bietet.","","","Ouvrir une carte pour découvrir les façons dont les tableaux peuvent vous aider à organiser votre travail.","","Apri una scheda per esplorare i potenti modi in cui una Bacheca può aiutarti nell'organizzare il lavoro.","カードを開き、あなたの仕事を整理するのに役立つBoardの便利な使い方を探ってみてください。","Open een kaart om de krachtige manieren te ontdekken waarop Boards je kunnen helpen je werk te organiseren.","","Abra um cartão para explorar formas poderosas que os Boards podem ajudar a organizar seu trabalho.","Öppna ett kort för att utforska produktiva sätt som Boards kan hjälpa dig att organisera ditt arbete.","Panoların işinizi düzenlemenize yardımcı olabileceği güçlü yolları keşfetmek için bir kart açın.","打开卡片来探索板块的高效使用方法，从而助力你的整理项目。","打開卡片查看看板可以幫助你組織工作的優秀方法。"
"OnboardingTour.OpenACard.Title","Open a card","Откройте карточку","","Eine Karte öffnen","","","Ouvrir une carte","","Apri una scheda","カードを開く","Open een kaart","","Abrir um cartão","Öppna ett kort","Bir kart açın","打开一个卡片","瀏覽卡片"
"OnboardingTour.ShareBoard.Body","Publish the board as a link — you can show it around without making anybody an account.","Опубликуйте доску по ссылке — её можно будет показать, не заводя никому учётной записи.","","Du kannst dein Board intern, innerhalb deines Teams, freigeben oder es öffentlich veröffentlichen, damit es auch außerhalb deines Unternehmens sichtbar ist.","","","Vous pouvez partager votre tableau en interne, au sein de votre équipe ou le publier publiquement pour une visibilité en dehors de votre organisation.","","Puoi condividere la bacheca internamente, solo con il tuo team, oppure pubblicarlo per tutti gli utenti fuori dalla tua organizzazione.","作成したBoardは、社内やチーム内で共有することも、組織外から見えるように公開することも可能です。","Je kan jouw bord intern delen, binnen jouw team, of het publiek publiceren voor zichtbaarheid buiten jouw organisatie.","","Você pode compartilhar seu board internament, com seu time, ou public para permitir visibilidade fora da sua organização.","Du kan dela ditt Board internt, inom ditt team, eller publicera den publikt för att visa det utanför din organisation.","Panonuzu içeride, ekibiniz ile paylaşabilir ya da kuruluşunuzun dışında herkese açık olarak yayınlayabilirsiniz.","你可以分享板块，不管是与内部成员，还是公开发布到外部的机构。","您可以在內部、團隊內部分享看板，或公開發布讓組織外部查看。"
"OnboardingTour.ShareBoard.Title","Share the board","Поделитесь доской","","Board teilen","","","Partager un tableau","","Condividi bacheca","Boardを共有","Bord delen","","Compartilhar quadro","Dela Board","Panoyu paylaş","分享板块","分享看板"
"PersonProperty.board-members","Board members","Участники доски","","Board Mitglieder","","","","","Membri bacheca","Board members","Deelnemers aan het bord","","Membros do Board","Board-medlemmar","Pano üyeleri","板块成员","看板成員"
"PersonProperty.me","Me","Я","","Ich","","","","","","私","Ik","","Eu","Jag","Benim","我","我"
"PersonProperty.non-board-members","Not board members","Не участники доски","","Keine Board Mitglieder","","","","","","Not board members","Niet-deelnemers aan het bord","","Não membros do board","Inte board-medlemmar","Pano üyesi olmayanlar","非板块成员","不是看板成員"
"Planning.agent","Agent","Агент","","","","","","","","","","","","","","",""
"Planning.choose","Choose…","Выберите…","","","","","","","","","","","","","","",""
"Planning.hint-terminal","Opens the agent's CLI in the project folder. Nothing is committed without you, and the agent can create the cards you agree on right on this board.","Откроет CLI агента в папке проекта. Без вас ничего не коммитится; карточки по итогам разговора агент может создать на этой доске сам.","","","","","","","","","","","","","","",""
"Planning.project","Folder","Папка","","","","","","","","","","","","","","",""
"Planning.start-terminal","Open a terminal","Открыть терминал","","","","","","","","","","","","","","",""
"Planning.terminals-running","Terminals still running:","Открытые терминалы:","","","","","","","","","","","","","","",""
"Planning.title","Talk it over with an agent","Обсудить с агентом","","","","","","","","","","","","","","",""
"PropertyMenu.Delete","Delete","Удалить","Eliminar","Löschen","Διαγραφή","Borrar","Supprimer","Hapus","Elimina","削除","Verwijderen","Suprimir","Excluir","Radera","Sil","删除","刪除"
"PropertyMenu.changeType","Change property type","Изменить тип свойства","Canviar el tipus de propietat","Eigenschaftstyp ändern","","Cambiar el tipo de propiedad","Changer le type de la propriété","Ubah jenis properti","Cambia il tipo di proprietà","プロパティのタイプを変更する","Type eigenschap wijzigen","Modificar lo tipe de proprietat","Alterar tipo da propriedade","Ändra egenskapstyp","Özellik türünü değiştir","修改属性类型","修改屬性類型"
"PropertyMenu.selectType","Select property type","Выберите тип свойства","","Eigenschaftstyp auswählen","","","Sélectionner le type de propriété","","Seleziona il tipo di proprietà","プロパティタイプの選択","Selecteer type eigenschap","Seleccionar tipe de proprietat","Selecione o tipo de propriedade","Välj typ av egenskap","Özellik türünü seçin","选择属性类型","選擇屬性類型"
"PropertyMenu.typeTitle","Type","Тип","Tipus","Art","Τύπος","Tipo","Type","Jenis","Tipo","タイプ","Type","Tipe","Tipo","Typ","Tür","类型","類型"
"PropertyType.Checkbox","Checkbox","Флажок","casella de verificació","Checkbox","","Casilla de selección","Case à cocher","Kotak Centang","Casella di controllo","チェックボックス","Selectievakje","Casa de marcar","Caixa de seleção","Checkruta","İşaret kutusu","复选框","勾選方塊"
"PropertyType.CreatedBy","Created by","Создано пользователем","Creada per","Erstellt von","Δημιουργήθηκε από","Creado por","Créé par","Dibuat oleh","Creato da","作成者","Gemaakt door","Creat per","Criado por","Skapad av","Oluşturan","创建者","建立者"
"PropertyType.CreatedTime","Created time","Время создания","Moment de creació","Erstellzeit","Χρόνος δημιουργίας","Hora de creación","Date de création","Waktu dibuat","Orario di creazione","作成日時","Aangemaakt op","Data de creacion","Horário de criação","Skapad tid","Oluşturulma zamanı","创建时间","建立時間"
"PropertyType.Date","Date","Дата","Data","Datum","Ημερομηνία","Fecha","Date","Tanggal","Data","日付","Datum","Data","Data","Datum","Tarih","日期","日期"
"PropertyType.Email","Email","Email","Correu electrònic","E-Mail","Email","Email","Adresse e-mail","Surel","Email","メールアドレス","E-mail","Adreça e-mail","Email","Email","E-posta","Email","Email"
"PropertyType.MultiPerson","Multi person","Несколько человек","","Mehrere Personen","","","","","","複数人","Meerdere personen","","Múltiplas pessoas","Flera personer","Çok kişi","多人","多人"
"PropertyType.MultiSelect","Multi select","Множественный выбор","Selecció múltiple","Mehrfachauswahl","","Selección Múltiple","Sélection multiple","Banyak Pilihan","Selezione Multipla","マルチセレクト","Multiselect","Seleccion multipla","Seleção múltipla","Flervalsalternativ","Çoklu seçim","多选","多選"
"PropertyType.Number","Number","Число","Número","Zahl","Αριθμός","Número","Nombre","Angka","Numero","数字","Nummer","Nombre","Número","Tal","Sayı","数字","數字"
"PropertyType.Person","Person","Человек","Persona","Person","","Persona","Personne","Orang","Persona","人物","Persoon","Persona","Pessoa","Person","Kişi","个人","個人"
"PropertyType.Phone","Phone","Телефон","Telèfon","Telefon","Τηλέφωνο","Teléfono","Téléphone","Telepon","Telefono","電話番号","Telefoon","Telefòn","Telefone","Telefon","Telefon","电话号码","電話號碼"
"PropertyType.Select","Select","Выбор","Selecciona","Auswählen","","Selector","Liste","Pilihan","Seleziona","セレクト","Selecteer","Lista","Selcionar","Alternativ","Seçin","选取","選取"
"PropertyType.Text","Text","Текст","Text","Text","Κείμενο","Texto","Texte","Teks","Testo","テキスト","Tekst","Tèxt","Texto","Text","Metin","文字框","文字框"
"PropertyType.Unknown","Unknown","Неизвестный","","Unbekannt","","","Inconnue","","","不明","Onbekend","","Desconhecido","Okänd","Bilinmiyor","未知","未知"
"PropertyType.UpdatedBy","Last updated by","Обновлено пользователем","Última actualització feta per","Aktualisiert durch","Ενημερώθηκε από","Última actualización por","Dernière mise à jour par","Diperbarui oleh","Aggiornato da","更新者","Laatst aangepast door","Darrièra actualizacion per","Atualizado pela última vez por","Senast ändrad av","Son güncelleyen","最后更新者","最後更新者"
"PropertyType.UpdatedTime","Last updated time","Время обновления","Moment d'actualització","Letzte Aktualisierung","Ώρα Ενημέρωσης","Hora de última actualización","Date de dernière mise à jour","Waktu diperbarui","Ora di aggiornamento","更新日時","Laatst bijgewerkte tijd","Data de darrièra actualizacion","Atualizado pela última vez em","Senast uppdaterad","Son güncelleme zamanı","上次更新时间","最後更新時間"
"PropertyType.Url","URL","URL","","URL","","","URL","","","URL","URL","","URL","URL","Adres","URL","網址"
"PropertyValueElement.clear","Clear","Убрать","","","","","","","","","","","","","","",""
"PropertyValueElement.empty","Empty","Пусто","","Leer","","","Vide","","Vuoto","空","Leeg","Void","Vazio","Tom","Boş","空的","空白"
"Proxies.add","Add configuration…","Добавить конфигурацию…","","","","","","","","","","","","","","",""
"Proxies.caCert","CA bundle — PEM for a TLS-inspecting proxy","CA-сертификат — PEM для прокси с расшифровкой TLS","","","","","","","","","","","","","","",""
"Proxies.cancel","Cancel","Отмена","","","","","","","","","","","","","","",""
"Proxies.edit","Edit","Изменить","","","","","","","","","","","","","","",""
"Proxies.empty","No proxy configurations yet.","Конфигурации прокси пока не добавлены.","","","","","","","","","","","","","","",""
"Proxies.name","Name","Имя","","","","","","","","","","","","","","",""
"Proxies.name-placeholder","Name (shown in the agent's proxy list)","Имя (видно в списке прокси у агента)","","","","","","","","","","","","","","",""
"Proxies.noProxy","Bypass proxy for (comma-separated)","Не использовать прокси для (через запятую)","","","","","","","","","","","","","","",""
"Proxies.password","Password (optional) — stored in the local config file","Пароль (необязательно) — хранится в локальном файле конфигурации","","","","","","","","","","","","","","",""
"Proxies.proxy","Proxy URL — HTTP(S)_PROXY / ALL_PROXY","Адрес прокси — HTTP(S)_PROXY / ALL_PROXY","","","","","","","","","","","","","","",""
"Proxies.remove","Remove","Удалить","","","","","","","","","","","","","","",""
"Proxies.save","Save","Сохранить","","","","","","","","","","","","","","",""
"Proxies.subtitle","Named network configurations an agent picks from its ""Proxy configuration"" field above, so several agents can share one.","Именованные сетевые конфигурации: агент выбирает одну в поле «Конфигурация прокси» выше, поэтому несколько агентов могут пользоваться общей.","","","","","","","","","","","","","","",""
"Proxies.title","Proxy configurations","Настройки прокси","","","","","","","","","","","","","","",""
"Proxies.username","Username (optional)","Логин (необязательно)","","","","","","","","","","","","","","",""
"RegistrationLink.confirmRegenerateToken","This will invalidate previously shared links. Continue?","Это сделает недействительными ссылки, которые ранее были общими. Продолжить?","Això invalidarà enllaços compartits anteriorment. Continuar?","Diese Aktion widerruft zuvor geteilte Links. Trotzdem fortfahren?","","Esto invalidará los enlaces compartidos previos. ¿Continuar?","Ceci va désactiver les liens de partages existants. Continuer ?","Ini akan membuat tautan yang sebelumnya dibagikan tidak valid. Lanjutkan?","Questo invaliderà i link condivisi in precedenza. Continuare?","実行すると以前に共有されたリンクは無効になります。続行しますか？","Dit zal eerder gedeelde links ongeldig maken. Doorgaan?","Aquò desactivarà los ligams de partiment existents. Contunhar ?","Isso vai invalidar os links compartilhados anteriormente. Continuar?","Det här kommer att göra tidigare delade länkar ogiltiga. Vill du fortsätta?","Bu işlem daha önce paylaşılmış bağlantıları geçersiz kılacak. İlerlemek istiyor musunuz?","此动作将使先前分享的链接无效。确定要进行吗？","此動作將使先前分享的連結無效。確定要進行嗎？"
"RegistrationLink.copiedLink","Copied!","Скопировано!","Copiat!","Kopiert!","","¡Copiado!","Copié !","Disalin!","Copiato!","コピーしました!","Gekopieerd!","Copiat !","Copiado!","Kopierad!","Kopyalandı!","已复制！","已複製！"
"RegistrationLink.copyLink","Copy link","Скопировать ссылку","Copiar enllaç","Link kopieren","Αντιγραφή συνδέσμου","Copiar enlace","Copier le lien","Salin tautan","Copia link","リンクをコピー","Kopieer link","Copiar lo ligam","Copiar link","Kopiera länk","Bağlantıyı kopyala","复制链接","複製連結"
"RegistrationLink.description","Share this link for others to create accounts:","Поделитесь этой ссылкой с другими для создания аккаунтов:","Comparteix aquest enllaç per crear comptes per altres:","Teile diesen Link mit anderen zur Accounterstellung:","Μοιραστείτε αυτόν τον σύνδεσμο με άλλους για να δημιουργήσουν λογαριασμούς:","Comparte este enlace para que otros se creen sus cuentas:","Partagez ce lien avec des personnes pour leur permettre de créer un compte :","Bagikan tautan ini untuk membuat akun lainnya:","Condividi questo link per creare nuovi account:","アカウントを作成には、このリンクを共有してください:","Deel deze link zodat anderen een account kunnen aanmaken:","Partejatz aqueste ligam per que d’autres pòscan crear un compte :","Compartilhe esse link para que outras pessoas criarem contas:","Dela denna länk med andra för att skapa konton:","Başkalarının hesap ekleyebilmesi için bu bağlantıyı paylaş:","将此链接分享给他人以建立帐号：","將此連結分享給他人以建立帳號："
"RegistrationLink.regenerateToken","Regenerate token","Пересоздать токен","Regenerar token","Token neu generieren","","Regenerar token","Générer un nouveau jeton","Buat ulang token","Rigenera il token","トークンを再生成する","Token opnieuw genereren","Generar un geton novèl","Gerar o token novamente","Återskapa åtkomstnyckel","Kodu yeniden oluştur","重新生成令牌","重新產生 token"
"RegistrationLink.tokenRegenerated","Registration link regenerated","Регистрационная ссылка пересоздана","Enllaç de registre regenerat","Registrierungslink neu generiert","","Enlace de registro regenerado","Un nouveau lien d'inscription a été créé","Tautan pendaftaran dibuat ulang","Link di registrazione ricreato","登録リンクが再生成されました","Registratielink heraangemaakt","Un ligam novèl d’inscripcion es estat creat","Link para registro gerado novamente","Registreringslänk återskapad","Kayıt bağlantısı yeniden oluşturuldu","已重新生成注册链接","已重新產生註冊鏈結"
"SaveAsTemplate.failed","The board could not be copied.","Доску не удалось скопировать.","","","","","","","","","","","","","","",""
"SearchDialog.placeholder","Search for boards","Поиск по доскам","","","","","","","","","","","","","","",""
"Settings.app-subtitle","The app's theme and language, the guide, and where to report a problem.","Тема и язык приложения, справка и куда написать, если что-то сломалось.","","","","","","","","","","","","","","",""
"Settings.data-subtitle","An archive takes every board on this install. A single board is exported from its own ⋯ menu in the list of boards.","В архив попадают все доски этой установки. Одна доска выгружается через её меню «⋯» в списке слева.","","","","","","","","","","","","","","",""
"Settings.export","Export","Экспортировать","","","","","","","","","","","","","","",""
"Settings.export-hint","Every board, its cards and its files in one .boardarchive file.","Все доски, их карточки и файлы — одним файлом .boardarchive.","","","","","","","","","","","","","","",""
"Settings.feedback","Give feedback","Дать обратную связь","","","","","","","","","","","","","","",""
"Settings.feedback-hint","Bugs and requests go to the issue tracker.","Ошибки и пожелания — в трекер задач.","","","","","","","","","","","","","","",""
"Settings.feedback-open","Write","Написать","","","","","","","","","","","","","","",""
"Settings.from-elsewhere","From another service","Из другого сервиса","","","","","","","","","","","","","","",""
"Settings.from-elsewhere-hint","Each of these is exported from the service itself and turned into an archive, which is then imported above.","Выгрузка делается на стороне сервиса и превращается в архив, который потом импортируется здесь.","","","","","","","","","","","","","","",""
"Settings.help","Help","Справка","","","","","","","","","","","","","","",""
"Settings.help-hint","The guide to the board, its columns and routes, with the source code beside it.","Руководство по доске, колонкам и маршрутам; рядом — исходный код.","","","","","","","","","","","","","","",""
"Settings.help-open","Open","Открыть","","","","","","","","","","","","","","",""
"Settings.help-page","The guide and the source","Руководство и исходники","","","","","","","","","","","","","","",""
"Settings.import","Import","Импортировать","","","","","","","","","","","","","","",""
"Settings.import-hint","The boards an archive carries are added beside the ones already here — nothing is replaced.","Доски из архива добавятся к тем, что уже есть: ничего не заменяется.","","","","","","","","","","","","","","",""
"Settings.language","Language","Язык","","","","","","","","","","","","","","",""
"Settings.section-app","The app itself","Приложение","","","","","","","","","","","","","","",""
"Settings.section-data","Import and export","Импорт и экспорт","","","","","","","","","","","","","","",""
"Settings.theme","Theme","Тема","","","","","","","","","","","","","","",""
"Settings.title","Settings","Настройки","","","","","","","","","","","","","","",""
"Share.already","It is already in the inbox.","Эта ссылка уже во «Входящих».","","","","","","","","","","","","","","",""
"Share.board","Which board?","На какую доску?","","","","","","","","","","","","","","",""
"Share.cancel","Cancel","Отмена","","","","","","","","","","","","","","",""
"Share.created","Filed in the inbox.","Карточка во «Входящих».","","","","","","","","","","","","","","",""
"Share.failed","Could not file it. Try again.","Не удалось сохранить. Попробуйте ещё раз.","","","","","","","","","","","","","","",""
"Share.no-boards","There are no boards yet.","Досок пока нет.","","","","","","","","","","","","","","",""
"Share.note","A note, if you want one","Заметка, если нужна","","","","","","","","","","","","","","",""
"Share.send","Save","Сохранить","","","","","","","","","","","","","","",""
"Share.title","Save to a board","Сохранить на доску","","","","","","","","","","","","","","",""
"Share.untitled","Title","Заголовок","","","","","","","","","","","","","","",""
"ShareBoard.PublishDescription","Publish and share a read-only link with everyone on the web.","Публикуйте и делитесь ссылкой ""только для чтения"" со всеми пользователями сети.","","Veröffentliche und teile einen ""Nur Lesen""-Link mit jedem im Web.","","","Publiez et partagez un lien en lecture seule avec tout le monde sur le Web.","","Pubblica e condividi un link di sola lettura con chiunque","Web上の全員へ ""読み取り専用"" のリンクを公開および共有する。","Publiceer en deel een ""alleen-lezen"" link met iedereen op het web.","","Publique e compartilhe um link de somente leitura com todos na web.","Publicera och dela en skrivskyddad länk med alla på webben.","Web üzerinde herkese açık olarak ""salt okunur"" bir bağlantı yayınlayın ve paylaşın.","发布并与所有人分享 ""只读 ""链接。","發布只能讀取的連結。"
"ShareBoard.PublishTitle","Publish to the web","Опубликовать в Интернете","","Im Web veröffentlichen","","","Publier sur le web","","Pubblica","Web上へ公開する","Publiceren op het web","","Publicar para a web","Publicera på webben","Web üzerinde yayınla","发布到网上","發布至網路"
"ShareBoard.ShareInternal","Share internally","Поделиться внутри организации","","Intern teilen","","","Partager en interne","","","内部で共有する","Intern delen","","Compartilhar internamente","Dela internt","İçeride paylaş","内部分享","內部分享"
"ShareBoard.ShareInternalDescription","Users who have permissions will be able to use this link.","Пользователи, у которых есть разрешения, смогут использовать эту ссылку.","","Benutzer mit Berechtigungen können diesen Link benutzen.","","","Les utilisateurs qui ont des autorisations pourront utiliser ce lien.","","","権限のあるユーザーは、このリンクを使用することができます。","Gebruikers die toegangsrechten hebben, kunnen deze link gebruiken.","","Usuários que terão permissão para utilizar este link.","Användare som har behörighet kan använda denna länk.","İzni olan kullanıcılar bu bağlantıyı kullanabilecek.","有权限的用户将能够使用这个链接。","擁有權限的使用者才能使用此連結。"
"ShareBoard.Title","Share Board","Поделиться доской","","Board teilen","","","Partager le tableau","","Condividi bacheca","Boardを共有","Bord delen","","Compartilhar Quadro","Dela Board","Panoyu paylaş","分享板块","分享看板"
"ShareBoard.confirmRegenerateToken","This will invalidate previously shared links. Continue?","Это сделает недействительными ссылки, которые ранее были общими. Продолжить?","Això invalidarà enllaços compartits anteriorment. Continuar?","Diese Aktion invalidiert zuvor geteilte Links. Trotzdem fortfahren?","","Esto invalidará los enlaces compartidos previos. ¿Continuar?","Ceci va désactiver les liens de partages existants. Continuer ?","Ini akan membuat tautan yang sebelumnya dibagikan tidak valid. Lanjutkan?","Questo invaliderà i link condivisi in precedenza. Continuare?","実行すると以前に共有されたリンクは無効になります。続行しますか?","Dit zal eerder gedeelde links ongeldig maken. Doorgaan?","Aquò desactivarà los ligams de partiment existents. Contunhar ?","Isso vai invalidar links compartilhados anteriormente. Continuar?","Det här kommer att göra tidigare delade länkar ogiltiga. Vill du fortsätta?","Bu işlem daha önce paylaşılmış bağlantıları geçersiz kılacak. İlerlemek istiyor musunuz?","此动作将使先前分享的链接无效。确定要进行吗？","此動作將使先前分享的鏈結無效。確定要進行嗎？"
"ShareBoard.copiedLink","Copied!","Скопировано!","Copiat!","Kopiert!","","¡Copiado!","Copié !","Disalin!","Copiato!","コピーしました!","Gekopieerd!","Copiat !","Copiado!","Kopierad!","Kopyalandı!","已复制！","已複製！"
"ShareBoard.copy-link-title","Copy public link","Скопировать публичную ссылку","","","","","","","","","","","","","","",""
"ShareBoard.copyLink","Copy link","Скопировать ссылку","Copiar enllaç","Link kopieren","","Copiar enlace","Copier le lien","Salin tautan","Copia link","リンクをコピー","Link kopiëren","Copiar lo ligam","Copiar link","Kopiera länk","Bağlantıyı kopyala","复制链接","複製連結"
"ShareBoard.regenerate","Regenerate token","Восстановить токен","","Token neu erstellen","","","Régénérer le jeton","","Rigenera token","トークンを再生成する","Token opnieuw genereren","","Gerar token novamente","Generera nytt Token","Kodu yeniden oluştur","重新生成令牌","重新產生權杖"
"ShareBoard.searchPlaceholder","Search for people and channels","Поиск людей","","Suche nach Personen und Kanälen","","","Rechercher des membres et des canaux","","","人とチャンネルを検索","Mensen en kanalen zoeken","","Procurar por pessoas e canais","Sök efter personer och kanaler","Kişi ve kanal arama","搜索成员和频道","查詢人和頻道"
"ShareBoard.share-title","Share board","Поделиться доской","","","","","","","","","","","","","","",""
"ShareBoard.teamPermissionsText","Everyone at {teamName} Team","Все в команде {teamName}","","Jeder im {teamName} Team","","","Tout le monde à l'équipe {teamName}","","Tutti nel team {teamName}","{teamName}チームの全員","Iedereen van team {teamName}","","Todos no time {teamName}","Alla i teamet {teamName}","{teamName} takımındaki herkes","在{teamName}团队的每个人","在{teamName}的所有人"
"ShareBoard.tokenRegenrated","Token regenerated","Токен пересоздан","Token regenerat","Token neu generiert","","Token regenerado","Le jeton a été recréé","Token dibuat ulang","Token rigenerato","トークンが再生成されました","Token opnieuw gegenereerd","Geton regenerat","Token gerado novamente","Åtkomstnyckel återskapad","Kod yeniden oluşturuldu","已重新产生令牌","已重新產生權杖"
"ShareBoard.userPermissionsRemoveMemberText","Remove member","Удалить участника","","Mitglied entfernen","","","Supprimer un membre","","Rimuovi utente","メンバーを削除する","Lid verwijderen","","Remover membro","Ta bort användare","Üyelikten çıkar","移除成员","移除成員"
"ShareBoard.userPermissionsYouText","(You)","(Вы)","","(Du)","","","(Vous)","","(Tu)","(あなた)","(jij)","","(Você)","(du)","(Siz)","(你)","（你）"
"ShareTemplate.Title","Share Template","Поделиться шаблоном","","Vorlage teilen","","","Partager un modèle","","Condividi template","テンプレートを共有する","Sjabloon delen","","Compartilhar template","Dela mallen","Kalıbı paylaş","分享模板","分享範本"
"ShareTemplate.searchPlaceholder","Search for people","Поиск людей","","Benutzer suchen","","","Recherche de personnes","","","人を検索","Mensen zoeken","","Busca por pessoas","Sök efter personer","Kişi arama","搜索成员","查詢人"
"Sidebar.about","About XCIII","О XCIII","Sobre XCIII","Über XCIII","","Sobre XCIII","À propos de XCIII","Tentang XCIII","Informazioni su XCIII","XCIIIについて","Over XCIII","A prepaus de XCIII","Sobre o XCIII","Om XCIII","XCIII hakkında","关于 XCIII","關於 XCIII"
"Sidebar.add-board","+ Add board","+ Добавить доску","+ Afegir tauler","+ Board hinzufügen","","+ Añadir panel","+ Ajouter un tableau","+ Tambahkan papan","+ Aggiungi Contenitore","+ Boardを追加","+ Bord toevoegen","+ Apondre un tablèu","+ Adicionar quadro","+ Lägg till tavla","+ Pano ekle","+ 新增版面","+ 新增看板"
"Sidebar.agent-notifications","Notify me when an agent is waiting","Сообщать, когда агент ждёт ответа","","","","","","","","","","","","","","",""
"Sidebar.changePassword","Change password","Изменить пароль","Canvi de contrasenya","Passwort ändern","","Cambiar contraseña","Modifier le mot de passe","Ubah kata sandi","Cambia password","パスワードを変更する","Wachtwoord wijzigen","Modificar lo senhal","Mudar senha","Ändra lösenord","Parola değiştir","变更密码","變更密碼"
"Sidebar.dark-theme","Dark theme","Тёмная","","","","","","","","","","","","","","",""
"Sidebar.default-category","Boards","Доски","","","","","","","","","","","","","","",""
"Sidebar.delete-board","Delete board","Удалить доску","Eliminar el tauler","Board löschen","","Borrar Panel","Supprimer le tableau","Hapus papan","Elimina contenitore","Boardを削除","Verwijder bord","Suprimir lo tablèu","Excluir quadro","Radera tavla","Panoyu sil","删除版面","刪除版面"
"Sidebar.duplicate-board","Duplicate board","Дублировать доску","","Board kopieren","","","Dupliquer une carte","","Duplica bacheca","Boardを複製する","Board dupliceren","","Duplicar quadro","Duplicera Board","Panoyu kopyala","复制板块","複製看板"
"Sidebar.export-archive","Export archive","Экспорт архива","Arxiu d'exportació","Archiv exportieren","","Exportar Archivo","Exporter une archive","Ekpor arsip","Esporta archivio","エクスポート","Archief exporteren","Exportar un archiu","Exportar arquivo","Exportera arkiv","Arşivi dışa aktar","导出档案","匯出打包檔"
"Sidebar.import","Import","Импорт","","Importieren","","","Importer","","Importa","インポート","Importeren","","Importar","Importera","İçe aktar","导入","匯入"
"Sidebar.import-archive","Import archive","Импорт архива","Arxiu d'importació","Archiv importieren","","Importar Archivo","Importer une archive","Impor arsip","Importa archivio","インポート","Archief importeren","Importar un archiu","Importar arquivo","Importera arkiv","Arşivi içe aktar","导入档案","匯入打包檔"
"Sidebar.invite-users","Invite users","Пригласить пользователей","Convida usuaris","Nutzer einladen","","Invitar usuarios","Inviter des utilisateurs","Undang pengguna","Invita utenti","ユーザーを招待する","Gebruikers uitnodigen","Convidar utilizaires","Convidar usuários","Bjud in användare","Kullanıcıları çağır","邀请使用者","邀請使用者"
"Sidebar.light-theme","Light theme","Светлая","","","","","","","","","","","","","","",""
"Sidebar.logout","Log out","Выйти","Tanca sessió","Ausloggen","","Cerrar sesión","Se déconnecter","Keluar","Logout","ログアウト","Afmelden","Se desconnectar","Sair","Logga ut","Oturumu kapat","登出","登出"
"Sidebar.new-category.badge","New","Новый","","Neu","","","","","","新規","Nieuw","","Novo","Ny","Yeni","新建","新的"
"Sidebar.new-category.drag-boards-cta","Drag boards here...","Перетащите сюда доски...","","Board hierher ziehen...","","","","","","ここにBoardをドラッグ...","Sleep borden naar hier...","","Solte quadros aqui...","Släpp Boards här...","Panoları sürükleyip buraya bırakın...","拖动板块到这里...","拖板到這裡..."
"Sidebar.no-boards-in-category","No boards inside","Без досок внутри","","Keine Boards vorhanden","","","Aucun tableaux","","Nessuna bacheca all'interno","カテゴリ内にBoardがありません","Geen boards hier","","Nenhum board","Inga Boards","İçeride bir pano yok","里面没有板块","沒有看板在裡面"
"Sidebar.product-tour","Product tour","Экскурсия по продукту","","Produkttour","","","Visite guidée","","","プロダクトツアー","Product-rondleiding","","Tour pelo produto","Produktvisning","Tanıtım turu","产品导览","產品導覽"
"Sidebar.set-language","Set language","Язык","Seleccionar idioma","Sprache übernehmen","","Establecer idioma","Choisir la langue","Tetapkan bahasa","Imposta la lingua","言語設定","Taal instellen","Definir la lenga","Definir linguagem","Välj språk","Dili ayarla","设定语言","設定語言"
"Sidebar.settings","Settings","Настройки","Paràmetres","Einstellungen","","Configuración","Réglages","Pengaturan","Impostazioni","設定","Instellingen","Paramètres","Configurações","Inställningar","Ayarlar","设定","設定"
"Sidebar.system-theme","System theme","Как в системе","","","","","","","","","","","","","","",""
"Sidebar.template-from-board","New template from board","Новый шаблон из доски","","Neue Vorlage aus Board","","","Nouveau modèle de tableau","","Nuovo template dalla bacheca","Boardからの新しいテンプレート","Nieuw sjabloon van board","","Novo template vindo do board","Ny mall från Board","Panodan yeni kalıp","从板块新增一个模板","新的看板模板"
"Sidebar.untitled-board","(Untitled Board)","(Доска без названия)","(Tauler sense títol)","(Unbenanntes Board)","","(Panel sin titulo)","(Tableau sans titre)","(Papan Tak Berjudul)","(Contenitore senza titolo)","(無題のBoard)","(Titelloze bord )","(Tablèu sens títol)","(Quadro sem nome)","(Tavla saknar titel)","(Adlandırılmamış pano)","(无标题版面)","(無標題版面)"
